"Title","Body","Status","Roadmap","Type","Task ID","Epic","Priority","Dependencies","Area","Labels"
"[FR-07-T04] Add command-level audit for vote/admin privileges and abuse controls.","Roadmap: Feature; Epic: FR-07 - Multiplayer Operations and Match Tooling; Priority: P1; Dependencies: none; Area: `src/game/sgame/match/*`, `src/game/sgame/menu/*`, `src/game/sgame/commands/*`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-07-T04","FR-07","P1","none","`src/game/sgame/match/*`, `src/game/sgame/menu/*`, `src/game/sgame/commands/*`","roadmap,feature,epic:FR-07,priority:P1"
"[FR-07-T05] Add server-operator docs for new competitive tooling and expected cvars.","Roadmap: Feature; Epic: FR-07 - Multiplayer Operations and Match Tooling; Priority: P2; Dependencies: `FR-07-T01..T04`; Area: `src/game/sgame/match/*`, `src/game/sgame/menu/*`, `src/game/sgame/commands/*`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-07-T05","FR-07","P2","`FR-07-T01..T04`","`src/game/sgame/match/*`, `src/game/sgame/menu/*`, `src/game/sgame/commands/*`","roadmap,feature,epic:FR-07,priority:P2"
"[FR-08-T01] Define service boundary document for engine, game module, updater, and external web services.","Roadmap: Feature; Epic: FR-08 - Online Ecosystem Foundations; Priority: P1; Dependencies: none; Area: updater, release index tooling, future external services; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-08-T01","FR-08","P1","none","updater, release index tooling, future external services","roadmap,feature,epic:FR-08,priority:P1"
"[FR-08-T02] Define authentication and identity model (Discord OAuth or alternative) with threat model.","Roadmap: Feature; Epic: FR-08 - Online Ecosystem Foundations; Priority: P2; Dependencies: `FR-08-T01`; Area: updater, release index tooling, future external services; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-08-T02","FR-08","P2","`FR-08-T01`","updater, release index tooling, future external services","roadmap,feature,epic:FR-08,priority:P2"
"[FR-08-T03] Define server browser data contract between in-game UI and backend service.","Roadmap: Feature; Epic: FR-08 - Online Ecosystem Foundations; Priority: P2; Dependencies: `FR-08-T01`; Area: updater, release index tooling, future external services; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-08-T03","FR-08","P2","`FR-08-T01`","updater, release index tooling, future external services","roadmap,feature,epic:FR-08,priority:P2"
"[FR-08-T04] Define CDN/update channel strategy aligned with existing release index format.","Roadmap: Feature; Epic: FR-08 - Online Ecosystem Foundations; Priority: P2; Dependencies: none; Area: updater, release index tooling, future external services; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-08-T04","FR-08","P2","none","updater, release index tooling, future external services","roadmap,feature,epic:FR-08,priority:P2"
"[FR-08-T05] Stage a minimal public server deployment runbook and monitoring checklist.","Roadmap: Feature; Epic: FR-08 - Online Ecosystem Foundations; Priority: P2; Dependencies: `FR-08-T01`; Area: updater, release index tooling, future external services; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Feature","Feature","FR-08-T05","FR-08","P2","`FR-08-T01`","updater, release index tooling, future external services","roadmap,feature,epic:FR-08,priority:P2"
"[DV-01-T01] Establish canonical project board template and required fields.","Roadmap: Development; Epic: DV-01 - Project Governance and Team Workflow; Priority: P0; Dependencies: none; Area: `AGENTS.md`, `README.md`, `docs-dev/projects` process docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-01-T01","DV-01","P0","none","`AGENTS.md`, `README.md`, `docs-dev/projects` process docs","roadmap,development,epic:DV-01,priority:P0"
"[DV-01-T02] Define naming conventions for epics/tasks/milestones and enforce in docs.","Roadmap: Development; Epic: DV-01 - Project Governance and Team Workflow; Priority: P0; Dependencies: `DV-01-T01`; Area: `AGENTS.md`, `README.md`, `docs-dev/projects` process docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-01-T02","DV-01","P0","`DV-01-T01`","`AGENTS.md`, `README.md`, `docs-dev/projects` process docs","roadmap,development,epic:DV-01,priority:P0"
"[DV-01-T03] Define WIP limits and escalation rules for blocked tasks.","Roadmap: Development; Epic: DV-01 - Project Governance and Team Workflow; Priority: P1; Dependencies: `DV-01-T01`; Area: `AGENTS.md`, `README.md`, `docs-dev/projects` process docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-01-T03","DV-01","P1","`DV-01-T01`","`AGENTS.md`, `README.md`, `docs-dev/projects` process docs","roadmap,development,epic:DV-01,priority:P1"
"[DV-01-T04] Add project status review ritual (weekly) with owners and outputs.","Roadmap: Development; Epic: DV-01 - Project Governance and Team Workflow; Priority: P1; Dependencies: `DV-01-T01`; Area: `AGENTS.md`, `README.md`, `docs-dev/projects` process docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-01-T04","DV-01","P1","`DV-01-T01`","`AGENTS.md`, `README.md`, `docs-dev/projects` process docs","roadmap,development,epic:DV-01,priority:P1"
"[DV-01-T05] Require roadmap task references in major PR descriptions and dev docs.","Roadmap: Development; Epic: DV-01 - Project Governance and Team Workflow; Priority: P0; Dependencies: `DV-01-T02`; Area: `AGENTS.md`, `README.md`, `docs-dev/projects` process docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-01-T05","DV-01","P0","`DV-01-T02`","`AGENTS.md`, `README.md`, `docs-dev/projects` process docs","roadmap,development,epic:DV-01,priority:P0"
"[DV-02-T01] Add PR CI workflow for configure + compile on Windows/Linux/macOS.","Roadmap: Development; Epic: DV-02 - CI and Validation Pipeline Expansion; Priority: P0; Dependencies: none; Area: `.github/workflows/*`, `tools/release/*`, build scripts; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-02-T01","DV-02","P0","none","`.github/workflows/*`, `tools/release/*`, build scripts","roadmap,development,epic:DV-02,priority:P0"
"[DV-02-T02] Add matrix targets for external renderer libraries (`opengl`, `vulkan`, `rtx`) in CI.","Roadmap: Development; Epic: DV-02 - CI and Validation Pipeline Expansion; Priority: P0; Dependencies: `DV-02-T01`; Area: `.github/workflows/*`, `tools/release/*`, build scripts; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-02-T02","DV-02","P0","`DV-02-T01`","`.github/workflows/*`, `tools/release/*`, build scripts","roadmap,development,epic:DV-02,priority:P0"
"[DV-02-T03] Add runtime smoke launch checks against `.install/` staging for each platform.","Roadmap: Development; Epic: DV-02 - CI and Validation Pipeline Expansion; Priority: P1; Dependencies: `DV-02-T01`; Area: `.github/workflows/*`, `tools/release/*`, build scripts; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-02-T03","DV-02","P1","`DV-02-T01`","`.github/workflows/*`, `tools/release/*`, build scripts","roadmap,development,epic:DV-02,priority:P1"
"[DV-02-T04] Add staged payload validation for format/manifest completeness in PR CI.","Roadmap: Development; Epic: DV-02 - CI and Validation Pipeline Expansion; Priority: P1; Dependencies: `DV-02-T01`; Area: `.github/workflows/*`, `tools/release/*`, build scripts; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-02-T04","DV-02","P1","`DV-02-T01`","`.github/workflows/*`, `tools/release/*`, build scripts","roadmap,development,epic:DV-02,priority:P1"
"[DV-02-T05] Add failure triage guide and flaky test quarantine workflow.","Roadmap: Development; Epic: DV-02 - CI and Validation Pipeline Expansion; Priority: P2; Dependencies: `DV-02-T01`; Area: `.github/workflows/*`, `tools/release/*`, build scripts; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-02-T05","DV-02","P2","`DV-02-T01`","`.github/workflows/*`, `tools/release/*`, build scripts","roadmap,development,epic:DV-02,priority:P2"
"[DV-03-T01] Integrate `q2proto/tests` into main CI path and publish result artifacts.","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P0; Dependencies: `DV-02-T01`; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T01","DV-03","P0","`DV-02-T01`","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P0"
"[DV-03-T02] Add unit-level tests for high-risk shared utilities (`files`, parsing, cvar helpers).","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P1; Dependencies: none; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T02","DV-03","P1","none","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P1"
"[DV-03-T03] Add deterministic server game rule tests for match-state transitions.","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P1; Dependencies: none; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T03","DV-03","P1","none","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P1"
"[DV-03-T04] Add renderer smoke scenes with pixel/hash tolerance checks for key features.","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P1; Dependencies: `DV-02-T03`; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T04","DV-03","P1","`DV-02-T03`","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P1"
"[DV-03-T05] Add bot scenario tests for spawn, navigation, and objective behavior.","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P2; Dependencies: `FR-04-T02`; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T05","DV-03","P2","`FR-04-T02`","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P2"
"[DV-03-T06] Add updater/release index parser tests for stable and nightly channels.","Roadmap: Development; Epic: DV-03 - Automated Test Strategy; Priority: P1; Dependencies: none; Area: `q2proto/tests`, `src/common/tests.c`, future test harness paths; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-03-T06","DV-03","P1","none","`q2proto/tests`, `src/common/tests.c`, future test harness paths","roadmap,development,epic:DV-03,priority:P1"
"[DV-04-T01] Define C/C++ migration target map with boundaries and no-go zones.","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P1; Dependencies: none; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T01","DV-04","P1","none","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P1"
"[DV-04-T02] Complete client/cgame ownership map for duplicated behavior paths.","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P1; Dependencies: none; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T02","DV-04","P1","none","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P1"
"[DV-04-T03] Add static analysis and warning-as-error policy for first-party code in CI.","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P1; Dependencies: `DV-02-T01`; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T03","DV-04","P1","`DV-02-T01`","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P1"
"[DV-04-T04] Create cvar namespace modernization plan (`g_` to `sg_` for new server-side controls).","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P1; Dependencies: none; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T04","DV-04","P1","none","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P1"
"[DV-04-T05] Track and burn down top 100 first-party TODO/FIXME markers by severity.","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P1; Dependencies: none; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T05","DV-04","P1","none","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P1"
"[DV-04-T06] Add subsystem ownership map (maintainers by directory) for faster review routing.","Roadmap: Development; Epic: DV-04 - Architecture and Code Quality; Priority: P2; Dependencies: none; Area: `meson.build`, `src/client/*`, `src/game/*`, naming policy docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-04-T06","DV-04","P2","none","`meson.build`, `src/client/*`, `src/game/*`, naming policy docs","roadmap,development,epic:DV-04,priority:P2"
"[DV-05-T01] Define canonical benchmark scenes/maps for renderer and gameplay performance checks.","Roadmap: Development; Epic: DV-05 - Performance and Observability; Priority: P1; Dependencies: none; Area: renderers, server frame loop, profiling/logging tools; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-05-T01","DV-05","P1","none","renderers, server frame loop, profiling/logging tools","roadmap,development,epic:DV-05,priority:P1"
"[DV-05-T02] Add standardized perf capture commands and output schema.","Roadmap: Development; Epic: DV-05 - Performance and Observability; Priority: P1; Dependencies: `DV-05-T01`; Area: renderers, server frame loop, profiling/logging tools; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-05-T02","DV-05","P1","`DV-05-T01`","renderers, server frame loop, profiling/logging tools","roadmap,development,epic:DV-05,priority:P1"
"[DV-05-T03] Add lightweight frame-time and subsystem timing instrumentation toggles.","Roadmap: Development; Epic: DV-05 - Performance and Observability; Priority: P1; Dependencies: none; Area: renderers, server frame loop, profiling/logging tools; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-05-T03","DV-05","P1","none","renderers, server frame loop, profiling/logging tools","roadmap,development,epic:DV-05,priority:P1"
"[DV-05-T04] Add nightly trend report for key performance metrics.","Roadmap: Development; Epic: DV-05 - Performance and Observability; Priority: P2; Dependencies: `DV-05-T02`; Area: renderers, server frame loop, profiling/logging tools; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-05-T04","DV-05","P2","`DV-05-T02`","renderers, server frame loop, profiling/logging tools","roadmap,development,epic:DV-05,priority:P2"
"[DV-05-T05] Add performance budget thresholds for major renderer and server paths.","Roadmap: Development; Epic: DV-05 - Performance and Observability; Priority: P2; Dependencies: `DV-05-T01`; Area: renderers, server frame loop, profiling/logging tools; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-05-T05","DV-05","P2","`DV-05-T01`","renderers, server frame loop, profiling/logging tools","roadmap,development,epic:DV-05,priority:P2"
"[DV-06-T01] Audit duplicate vendored versions and define active baseline per dependency.","Roadmap: Development; Epic: DV-06 - Dependency Lifecycle and Security Hygiene; Priority: P0; Dependencies: none; Area: `subprojects/`, Meson wraps, release/build docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-06-T01","DV-06","P0","none","`subprojects/`, Meson wraps, release/build docs","roadmap,development,epic:DV-06,priority:P0"
"[DV-06-T02] Remove or archive superseded dependency trees not needed for reproducible builds.","Roadmap: Development; Epic: DV-06 - Dependency Lifecycle and Security Hygiene; Priority: P1; Dependencies: `DV-06-T01`; Area: `subprojects/`, Meson wraps, release/build docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-06-T02","DV-06","P1","`DV-06-T01`","`subprojects/`, Meson wraps, release/build docs","roadmap,development,epic:DV-06,priority:P1"
"[DV-06-T03] Add dependency update checklist including security notes and regression tests.","Roadmap: Development; Epic: DV-06 - Dependency Lifecycle and Security Hygiene; Priority: P1; Dependencies: `DV-06-T01`; Area: `subprojects/`, Meson wraps, release/build docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-06-T03","DV-06","P1","`DV-06-T01`","`subprojects/`, Meson wraps, release/build docs","roadmap,development,epic:DV-06,priority:P1"
"[DV-06-T04] Add monthly dependency maintenance review cadence and owner.","Roadmap: Development; Epic: DV-06 - Dependency Lifecycle and Security Hygiene; Priority: P2; Dependencies: `DV-06-T01`; Area: `subprojects/`, Meson wraps, release/build docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-06-T04","DV-06","P2","`DV-06-T01`","`subprojects/`, Meson wraps, release/build docs","roadmap,development,epic:DV-06,priority:P2"
"[DV-07-T01] Add docs freshness audit for architecture docs that reference moved/renamed paths.","Roadmap: Development; Epic: DV-07 - Documentation Quality and Traceability; Priority: P1; Dependencies: none; Area: `docs-dev/`, `docs-user/`, root docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-07-T01","DV-07","P1","none","`docs-dev/`, `docs-user/`, root docs","roadmap,development,epic:DV-07,priority:P1"
"[DV-07-T02] Require task ID linkage in all new significant `docs-dev` change logs.","Roadmap: Development; Epic: DV-07 - Documentation Quality and Traceability; Priority: P1; Dependencies: `DV-01-T02`; Area: `docs-dev/`, `docs-user/`, root docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-07-T02","DV-07","P1","`DV-01-T02`","`docs-dev/`, `docs-user/`, root docs","roadmap,development,epic:DV-07,priority:P1"
"[DV-07-T03] Add concise subsystem index pages (`renderer`, `game`, `build`, `release`) for discoverability.","Roadmap: Development; Epic: DV-07 - Documentation Quality and Traceability; Priority: P2; Dependencies: none; Area: `docs-dev/`, `docs-user/`, root docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-07-T03","DV-07","P2","none","`docs-dev/`, `docs-user/`, root docs","roadmap,development,epic:DV-07,priority:P2"
"[DV-07-T04] Add user-doc parity pass whenever user-visible cvars/features are changed.","Roadmap: Development; Epic: DV-07 - Documentation Quality and Traceability; Priority: P1; Dependencies: none; Area: `docs-dev/`, `docs-user/`, root docs; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-07-T04","DV-07","P1","none","`docs-dev/`, `docs-user/`, root docs","roadmap,development,epic:DV-07,priority:P1"
"[DV-08-T01] Add test fixtures for release index parsing edge cases (missing assets, mixed channels, malformed metadata).","Roadmap: Development; Epic: DV-08 - Release and Updater Hardening; Priority: P1; Dependencies: `DV-03-T06`; Area: `tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-08-T01","DV-08","P1","`DV-03-T06`","`tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`","roadmap,development,epic:DV-08,priority:P1"
"[DV-08-T02] Add checksum/signature policy review for package trust model.","Roadmap: Development; Epic: DV-08 - Release and Updater Hardening; Priority: P2; Dependencies: none; Area: `tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-08-T02","DV-08","P2","none","`tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`","roadmap,development,epic:DV-08,priority:P2"
"[DV-08-T03] Add rollback and failed-update recovery validation scenarios.","Roadmap: Development; Epic: DV-08 - Release and Updater Hardening; Priority: P1; Dependencies: none; Area: `tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-08-T03","DV-08","P1","none","`tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`","roadmap,development,epic:DV-08,priority:P1"
"[DV-08-T04] Add release readiness checklist tied to roadmap milestone gates.","Roadmap: Development; Epic: DV-08 - Release and Updater Hardening; Priority: P1; Dependencies: `DV-01-T01`; Area: `tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`; Source: docs-dev/proposals/swot-feature-development-roadmap-2026-02-27.md","Todo","Development","Development","DV-08-T04","DV-08","P1","`DV-01-T01`","`tools/release/*`, `tools/refresh_install.py`, `src/updater/worr_updater.c`","roadmap,development,epic:DV-08,priority:P1"
